id,agencia,ano,id_agencia,nome_mecanismo_agencia,ementa,objetivo_participacao,tema,subtema,lei_1_depois_0_antes,data_convocacao,data_convocacao_ano,instrumento_participacao,data_contribuicao_inicio,data_contribuicao_fim,doc_convocacao_existe,doc_base_existe,rac_existe,rac_data,relatorio_sintese_existe,relatorio_sintese_data,produto_final_descricao,produto_final_data,produto_final_documento,atualizacao_data
ANTT_2017_Consulta Pública n° 001/2017_337,ANTT,2017,Consulta Pública n° 001/2017,Consulta Pública,"Audiência Pública com Consulta Pública, com o objetivo de tornar pública e colher sugestões, proposta de Resolução que dispõe sobre tarifa promocional no serviço de transporte rodoviário e ferroviário regular interestadual e internacional de passageiros, bem como semiurbano de passageiros, com abertura de período para recebimento de contribuições por escrito de 27 de março de 2017 a 28 de abril de 2017.",Normas e regulamentos,Transporte Rodoviário; Transporte Ferroviário,Tarifa promocional,N/D,N/D,N/D,PP e PNP,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,43621
ANTT_2018_Audiência Pública n° 001/2018_340,ANTT,2018,Audiência Pública n° 001/2018,Audiência Pública,"Audiência Pública para tornar pública e colher sugestões, proposta de Resolução que estabelecerá os procedimentos para implementação da Medida Provisória nº 800, de 18 de setembro de 2017 e Portaria nº 945, de 16 de novembro de 2017, no âmbito da ANTT, com abertura de período para recebimento de contribuições por escrito de 5 de janeiro de 2018 a 05 de fevereiro de 2018.",Normas e regulamentos,Exploração de infraestrutura rodoviária,Reprogramação de investimentos,0,43104,2018,PP e PNP,43105,43136,Disponível,Disponível,Disponível,43399,Disponível,43399,N/D,N/D,N/D,43335
ANTT_2018_Audiência Pública n° 002/2018_341,ANTT,2018,Audiência Pública n° 002/2018,Audiência Pública,"Submete à Audiência Pública proposta de Resolução que estabelece proposta de resolução para substituir a atual Resolução nº 1.474/2006, com abertura de período para recebimento de contribuições por escrito de 29 de janeiro de 2018 a 14 de março de 2018.",Normas e regulamentos,Transporte Rodoviário,Transporte de cargas,0,43124,2018,PP e PNP,43129,43173,Disponível,Disponível,Disponível,43367,Disponível,43367,N/D,N/D,N/D,43335
ANTT_2018_Audiência Pública n° 003/2018_342,ANTT,2018,Audiência Pública n° 003/2018,Audiência Pública,"Audiência Pública para colher subsídios ao aprimoramento da proposta de Resolução que dispõe sobre a Revisão da Resolução ANTT nº 3.535, de 10 de junho de 2010 – Serviço de Atendimento ao Consumidor (SAC).",Normas e regulamentos,Usuário/consumidor,Atendimento,0,43150,2018,PP e PNP,43164,43208,Disponível,Disponível,Disponível,43298,Disponível,43298,N/D,N/D,N/D,43335
ANTT_2018_Audiência Pública n° 004/2018_343,ANTT,2018,Audiência Pública n° 004/2018,Audiência Pública,Trata dos critérios de solução de controvérsias nos setores ferroviário e de infraestrutura rodoviária da Administração Pública Federal sob regulação da ANTT.,Normas e regulamentos,Processo Administrativo,Autocomposição e arbitragem,0,43215,2018,PP e PNP,43224,43269,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,43335
ANTT_2018_Audiência Pública n° 005/2018_344,ANTT,2018,Audiência Pública n° 005/2018,Audiência Pública,"Audiência Pública, franqueada aos interessados, com o objetivo de obter subsídios e informações adicionais para o aprimoramento do ato regulamentar, a ser expedido pela ANTT sobre a proposta de Resolução que dispõe sobre a comprovação dos certificados de regularidade fiscal, trabalhista, previdenciária e comercial das empresas que prestam serviço de transporte coletivo interestadual semiurbano de passageiros.",Normas e regulamentos,Transporte Rodoviário,"Regularidade fiscal, trabalhista, previdenciária e comercial das transportadoras",0,43243,2018,PP e PNP,43250,43297,Disponível,Disponível,Disponível,43299,Disponível,43299,Resolução ANTT n. 5.832/18,43396,Disponível,43335
ANTT_2018_Audiência Pública n° 007/2018_346,ANTT,2018,Audiência Pública n° 007/2018,Audiência Pública,"Audiência Pública, franqueada aos interessados, com o objetivo de desenvolvimento de resolução que disciplina a apuração de infrações à legislação do transporte rodoviário de passageiros regular.",Normas e regulamentos,Processo Administrativo,Infrações,0,43271,2018,PP e PNP,43454,43516,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,43335
ANTT_2018_Audiência Pública n° 008/2018_347,ANTT,2018,Audiência Pública n° 008/2018,Audiência Pública,"Audiência Pública, com o objetivo de tornar público e colher contribuições sobre os estudos técnicos acerca da prorrogação do prazo de vigência contratual da Concessionária Estrada de Ferro Vitória a Minas – EFVM",Atos e contratos,Exploração de infraestrutura ferroviária,Prorrogação do prazo de vigência contratual,0,43320,2018,PP e PNP,43321,43367,Disponível,Disponível,Disponível,43514,Disponível,43514,N/D,N/D,N/D,43881
ANTT_2018_Audiência Pública n° 009/2018_348,ANTT,2018,Audiência Pública n° 009/2018,Audiência Pública,"Audiência Pública que tem o objetivo de colher subsídios, com vistas ao aprimoramento dos estudos para a prorrogação do prazo de vigência contratual da concessionária Estrada de Ferro Carajás – EFC.",Atos e contratos,Exploração de infraestrutura ferroviária,Prorrogação do prazo de vigência contratual,0,43320,2018,PP e PNP,43321,43367,Disponível,Disponível,Disponível,43616,Disponível,43616,N/D,N/D,N/D,43335
ANTT_2018_Audiência Pública nº 010/2018_377,ANTT,2018,Audiência Pública nº 010/2018,Audiência Pública,"Audiência Pública com vistas ao aprimoramento das Minutas de Edital, de Contrato e dos Estudos Técnicos que se prestarão a disciplinar as condições em que se dará a subconcessão, à iniciativa privada, do trecho ferroviário compreendido entre os municípios de Ilhéus e Caetité, no Estado da Bahia, projeto integrante do Programa de Parcerias de Investimentos do Governo Federal",Atos e contratos,Exploração de infraestrutura ferroviária,Concessão,0,43340,2018,PP e PNP,43341,43388,Disponível,Disponível,Disponível,43373,Disponível,43373,Minuta de Contrato; Minuta de Edital de Concorrência Internacional,N/D,Disponível,43606
ANTT_2018_Audiência Pública nº 011/2018_378,ANTT,2018,Audiência Pública nº 011/2018,Audiência Pública,Audiência Pública com o objetivo de obter subsídios e informações adicionais para o aprimoramento do ato regulamentar a ser expedido pela ANTT sobre a inspeção técnica de veículos utilizados na prestação de serviço de transporte rodoviário interestadual e internacional de passageiros,Normas e regulamentos,Transporte Rodoviário,Transporte de passageiros,0,43347,2018,PP e PNP,43354,43398,Disponível,Disponível,Disponível,43448,Disponível,43448,Resolução nº 5.838/18,43461,Disponível,43606
ANTT_2018_Audiência Pública nº 012/2018_379,ANTT,2018,Audiência Pública nº 012/2018,Audiência Pública,"Audiência Pública com o objetivo de colher subsídios, com vistas à implementação das medidas administrativas, coercitivas e punitivas necessárias ao fiel cumprimento da Política Nacional de Pisos Mínimos do Transporte Rodoviário de Cargas.",Políticas Públicas,Transporte Rodoviário,Transporte de Cargas,0,43349,2018,PP e PNP,43353,43383,Disponível,Disponível,N/D,N/D,N/D,N/D,Minuta de Resolução,N/D,N/D,43606
ANTT_2018_Audiência Pública nº 013/2018_380,ANTT,2018,Audiência Pública nº 013/2018,Audiência Pública,"Audiência Pública, franqueada aos interessados, com o objetivo de tornar público, colher sugestões e contribuições às minutas de Edital e Contrato, ao Programa de Exploração da Rodovia e aos Estudos de Viabilidade, para concessão da BR-101/SC, no trecho entre Paulo Lopes/SC (km 244+680) e São João do Sul/SC, divisa com o estado do RS (km 465+100).",Atos e contratos,Exploração de infraestrutura ferroviária,Concessão,0,43361,2018,PP e PNP,43364,43413,Disponível,Disponível,Disponível,43544,Disponível,43544,Minuta de Contrato de Concessão,N/D,Disponível,43606
ANTT_2018_Audiência Pública nº 014/2018_381,ANTT,2018,Audiência Pública nº 014/2018,Audiência Pública,"Audiência Pública, franqueada aos interessados, com o objetivo de tornar público, colher sugestões e contribuições à proposta de Resolução que estabelece os procedimentos a serem seguidos pelas concessionárias de Rodovias Federais para apresentação dos projetos e Planejamentos Anuais dos investimentos previstos nos Programas de Exploração das Rodovias Federais, assim como de novos investimentos fixando diretrizes para o início e conclusão de obras e serviços nos Sistemas Rodoviários federais concedidos.",Normas e regulamentos,Exploração de infraestrutura rodoviária,Infraestrutura,0,43396,2018,PP e PNP,43397,43441,Disponível,Disponível,N/D,N/D,N/D,N/D,Minuta de Resolução,N/C,N/D,43606
ANTT_2018_Consulta Pública nº 001/2018_375,ANTT,2018,Consulta Pública nº 001/2018,Consulta Pública,"Consulta Pública, com o objetivo de tornar público, colher sugestões e contribuições à proposta de normatização para padronização, implementação e operação de Sistema Semiautomático de Arrecadação de Pedágio em rodovias federais concedidas sob regulação da ANTT.",Normas e regulamentos,Exploração de infraestrutura rodoviária,Pedágio,0,43417,2018,PNP,43423,43472,Disponível,Disponível,N/D,N/D,N/D,N/D,Minuta de Resolução,N/D,N/D,43606
ANTT_2018_Audiência Pública nº 015/2018_382,ANTT,2018,Audiência Pública nº 015/2018,Audiência Pública,"Audiência Pública, franqueada aos interessados, com o objetivo colher sugestões para revisão da Resolução ANTT nº 3.665, de 4 de maio de 2011, que atualiza o Regulamento para o Transporte Rodoviário de Produtos Perigosos.",Normas e regulamentos,Transporte Rodoviário,Produtos Perigosos,0,43426,2018,PP e PNP,43430,43475,Disponível,Disponível,Disponível,43567,Disponível,43567,Minuta de Resolução,N/D,N/D,43606
ANTT_2018_Consulta Pública nº 002/2018_376,ANTT,2018,Consulta Pública nº 002/2018,Consulta Pública,"Consulta Pública com o objetivo de tornar pública a minuta de Resolução que regulamenta a atuação dos Conselhos de Usuários e a fiscalização por Comissão Tripartite, no âmbito da ANTT.",Normas e regulamentos,Usuário/consumidor,Conselhos de usuários,0,43431,2018,PNP,43437,43483,Disponível,Disponível,N/D,N/D,N/D,N/D,Minuta de Resolução,N/D,Disponível,43606
ANTT_2018_Audiência Pública nº 016/2018_383,ANTT,2018,Audiência Pública nº 016/2018,Audiência Pública,"Audiência Pública com o objetivo de colher sugestões sobre proposta de Resolução que tem por objetivo aprovar nova metodologia de cálculo tarifário para os Serviços Regulares de Transporte Rodoviário Coletivo Interestadual Semiurbano de Passageiros, bem como aprovar a revisão tarifária dos serviços regidos pelo Contrato de Permissão ANTT nº 001/2015.",Normas e regulamentos,Gestão tarifária,Revisão tarifária,0,43438,2018,PP e PNP,43444,43488,Disponível,Disponível,Disponível,43567,Disponível,43567,Minuta de Resolução de metodologia de cálculo tarifário;Minuta de Resolução de revisão tarifária,N/D,N/D,43606
ANTT_2018_Audiência Pública n° 006/2018_345,ANTT,2018,Audiência Pública n° 006/2018,Audiência Pública,"Audiência Pública, franqueada aos interessados, com o objetivo de desenvolvimento de resolução que regulamenta a penalidade de perdimento de veículo relativo à reincidência de infração de execução de transporte rodoviário de passageiros não autorizado.",Normas e regulamentos,Processo Administrativo,Infrações,N/D,N/D,N/D,PP e PNP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43335
ANTT_2019_Audiência Pública nº 001/2019_385,ANTT,2019,Audiência Pública nº 001/2019,Audiência Pública,"Obter contribuições e informações adicionais para o aprimoramento da proposta de
resolução que estabelece os procedimentos a serem observados pela Agência Nacional de Transportes Terrestres - ANTT para o reequilíbrio econômico financeiro dos contratos de concessão de rodovias.",Normas e regulamentos,Transporte rodoviário,Contrato de concessão,0,43521,2019,PP e PNP,43521,43567,Disponível,Disponível,Disponível,43613,Disponível,43613,RESOLUÇÃO Nº 5.850,43662,Disponível,43966
ANTT_2019_Audiência Pública nº 002/2019_386,ANTT,2019,Audiência Pública nº 002/2019,Audiência Pública,"Estabelecer as regras gerais, a metodologia e os indicadores dos pisos mínimos, referentes ao quilômetro rodado na realização de fretes, por eixo carregado, instituído pela Política Nacional de Pisos Mínimos do Transporte Rodoviário de Cargas - PNPM-TRC.",Normas e regulamentos,Transporte rodoviário,Transporte de cargas,0,43563,2019,PP e PNP,43564,43609,Disponível,Disponível,Disponível,43648,Disponível,43648,N/D,N/D,N/D,43966
ANTT_2019_Audiência Pública nº 003/2019_387,ANTT,2019,Audiência Pública nº 003/2019,Audiência Pública,"Colher sugestões e contribuições à minuta de Resolução que estabelece a metodologia para cálculo dos valores de indenização relativos aos investimentos não depreciados ou amortizados, em bens reversíveis, em caso de extinção antecipada de concessões rodoviárias federais por caducidade, encampação, rescisão, anulação ou relicitação.",Normas e regulamentos,Transporte rodoviário,Contrato de concessão,0,43594,2019,PP e PNP,43594,43640,Disponível,Disponível,Disponível,43788,Disponível,43788,N/D,N/D,N/D,43966
ANTT_2019_Audiência Pública nº 004/2019_388,ANTT,2019,Audiência Pública nº 004/2019,Audiência Pública,"Revisar a regulação do Pagamento Eletrônico de Frete – Resolução nº 3.658, de 19 de abril de 2011.",Normas e regulamentos,Transporte rodoviário,Transporte de cargas,0,43608,2019,PP e PNP,43609,43639,Disponível,Disponível,Disponível,43726,Disponível,43726,RESOLUÇÃO Nº 5.862,43816,Disponível,43966
ANTT_2019_Audiência Pública nº 006/2019_390,ANTT,2019,Audiência Pública nº 006/2019,Audiência Pública,"Obter subsídios e informações adicionais
para o aprimoramento da proposta de resolução que estabelece procedimentos para
comunicação de acidentes ferroviários e de interrupções temporárias de tráfego em
infraestrutura ferroviária federal concedida.",Normas e regulamentos,Transporte ferroviário,N/D,0,43608,2019,PP e PNP,43619,43663,Disponível,Disponível,Disponível,44189,N/D,N/D,N/D,N/D,N/D,43966
ANTT_2019_Audiência Pública nº 005/2019_389,ANTT,2019,Audiência Pública nº 005/2019,Audiência Pública,"Coletar subsídios ao aprimoramento da minuta de Resolução que regulamentará as revisões quinquenais em decorrência de inclusão, exclusão, alteração e reprogramação de obras e serviços em concessões de rodovias federais reguladas pela ANTT.",Normas e regulamentos,Gestão tarifária,Revisão tarifária,0,43609,2019,PP e PNP,43609,43654,Disponível,Disponível,Disponível,43742,Disponível,43742,N/D,N/D,N/D,43966
ANTT_2019_Audiência Pública nº 007/2019_391,ANTT,2019,Audiência Pública nº 007/2019,Audiência Pública,"Colher subsídios, com vistas ao aprimoramento dos estudos para a prorrogação do prazo de vigência contratual da concessionária MRS.",Atos e contratos,Exploração de infraestrutura ferroviária,Concessão,0,43622,2019,PP e PNP,43629,43675,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,43966
ANTT_2019_Audiência Pública nº 009/2019_393,ANTT,2019,Audiência Pública nº 009/2019,Audiência Pública,"Colher sugestões e contribuições à minuta de Resolução que regulamenta o conceito de inviabilidade operacional e altera a Resolução nº 4.770, de 25 de junho de 2015 .",Normas e regulamentos,Transporte rodoviário,Inviabilidade operacional,0,43629,2019,PP e PNP,43637,43682,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,43966
ANTT_2019_Audiência Pública nº 008/2019_392,ANTT,2019,Audiência Pública nº 008/2019,Audiência Pública,"Colher subsídios ao aprimoramento da proposta de revisão da Metodologia para Cálculo da Taxa de Retorno do Fluxo de Caixa Marginal - WACC, de que trata o artigo 5º da Resolução nº 4.075, de 3 de abril de 2013.",Normas e regulamentos,Gestão tarifária,Taxa de Retorno do Fluxo Marginal,0,43630,2019,PP e PNP,43630,43676,Disponível,Disponível,Disponível,43780,Disponível,43780,RDC n. 5865/20,43818,Disponível,43966
ANTT_2019_Audiência Pública nº 011/2019_395,ANTT,2019,Audiência Pública nº 011/2019,Audiência Pública,"Tornar público e colher contribuições, acerca de proposta de Resolução que dispõe sobre o esquema operacional e as regras para modificação da
prestação do serviço regular de transporte rodoviário coletivo interestadual semiurbano de passageiros.",Normas e regulamentos,Transporte rodoviário,Condições do serviço,0,43662,2019,PP e PNP,43669,43714,Disponível,Disponível,Disponível,43797,Disponível,43797,RESOLUÇÃO Nº 5.861,43810,Disponível,43966
ANTT_2019_Audiência Pública nº 010/2019_394,ANTT,2019,Audiência Pública nº 010/2019,Audiência Pública,"Colher sugestões e
contribuições às minutas de Edital e Contrato, ao Programa de Exploração da Rodovia e
aos Estudos de Viabilidade, para concessão da rodovia BR-262/381/MG/ES, no trecho da
rodovia BR-381/MG, entroncamento BR-262/MG (para Sabará), entroncamento BR-116/MG
(Governador Valadares); rodovia BR-262/MG, trecho entroncamento BR-381/MG (João
Monlevade), divisa MG/ES e, rodovia BR-262/ES, trecho divisa ES/MG, entroncamento BR101/ES (Viana).",Atos e contratos,Exploração de infraestrutura rodoviária,Concessão,0,43663,2019,PP e PNP,43663,43710,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,43966
ANTT_2019_Audiência Pública nº 014/2019_398,ANTT,2019,Audiência Pública nº 014/2019,Audiência Pública,"Consolidar proposta final de ação regulatória que estabelece diretrizes e regras para o procedimento preparatório e para o processo sancionador de caducidade, no âmbito dos contratos de concessão e permissão de serviços públicos regulados pela ANTT.",Atos e contratos,Processo Administrativo,Processo administrativo sancionador de caducidade,0,43676,2019,PP e PNP,43678,43724,Disponível,Disponível,Disponível,44295,Disponível,44295,N/D,N/D,N/D,43966
ANTT_2019_Audiência Pública nº 012/2019_396,ANTT,2019,Audiência Pública nº 012/2019,Audiência Pública,"Colher sugestões e contribuições às minutas de Edital e Contrato, ao Programa de Exploração da Rodovia e aos Estudos de Viabilidade Técnica, Econômica e Ambiental - EVTEA, para concessão da rodovia BR-153/414/080/TO/GO",Atos e contratos,Exploração de infraestrutura rodoviária,Concessão,0,43677,2019,PP e PNP,43677,43721,Disponível,Disponível,Disponível,43851,Disponível,43851,Minuta do edital;Minuta de contrato;Estudos econômico-financeiros.,N/D,N/D,43966
ANTT_2019_Audiência Pública nº 013/2019_397,ANTT,2019,Audiência Pública nº 013/2019,Audiência Pública,Obter subsídios e informações adicionais para o aprimoramento da proposta de resolução que regulamenta a prestação do serviço de transporte ferroviário de cargas não associado à exploração de infraestrutura ferroviária por Operador Ferroviário Independente - OFI.,Normas e regulamentos,Transporte ferroviário,Operador Ferroviário Independente,0,43678,2019,PP e PNP,43682,43727,Disponível,Disponível,Disponível,44189,N/D,N/D,N/D,N/D,N/D,43966
ANTT_2019_Audiência Pública nº 015/2019_399,ANTT,2019,Audiência Pública nº 015/2019,Audiência Pública,"Colher sugestões e contribuições às minutas de Edital e Contrato, ao Programa de Exploração da Rodovia e aos Estudos de Viabilidade Técnica, Econômica e Ambiental - EVTEA, para concessão da rodovia BR-163/MT, no trecho compreendido entre o entroncamento com a Rodovia MT-220 (Sinop/MT) e a Divisa dos Estados de Mato Grosso e Pará (Guarantã do Norte/MT); BR-163/PA, no trecho compreendido entre a divisa dos Estados do Mato Grosso e Pará (Novo Progresso/PA) e o entroncamento com a BR-230/PA (Itaituba/PA); e BR-230/PA, no trecho compreendido entre o entroncamento com a BR-163/PA (Itaituba/PA) e o início da travessia do Rio Tapajós (distrito de Miritituba, Itaituba/PA).",Atos e contratos,Transporte rodoviário,Concessão,0,43704,2019,PP e PNP,43705,43756,Disponível,Disponível,Disponível,43943,Disponível,43943,Estudos econômico-financeiros,N/D,Disponível,43966
ANTT_2019_Audiência Pública nº 016/2019_400,ANTT,2019,Audiência Pública nº 016/2019,Audiência Pública,Colher sugestões e contribuições à minuta de Resolução que institui a Política de Redução do Fardo Regulatório no âmbito da ANTT.,Normas e regulamentos,Administração e planejamento,Estoque regulatório,1,43735,2019,PP e PNP,43752,43798,Disponível,Disponível,Disponível,43822,Disponível,43822,Resolução n. 5.874/2020,43900,Disponível,43966
ANTT_2019_Audiência Pública nº 017/2019_401,ANTT,2019,Audiência Pública nº 017/2019,Audiência Pública,"Estabelecer as regras gerais, a metodologia e os indicadores dos pisos mínimos, referentes ao quilômetro rodado na realização de fretes, por eixo carregado, instituído pela Política Nacional de Pisos Mínimos do Transporte Rodoviário de Cargas - PNPM-TRC.",Normas e regulamentos,Transporte rodoviário,Frete,1,43760,2019,PP e PNP,43762,43807,Disponível,Disponível,Disponível,43822,Disponível,43822,RESOLUÇÃO Nº 5.867,43844,Disponível,43966
ANTT_2020_Audiência Pública nº 002/2020_443,ANTT,2020,Audiência Pública nº 002/2020,Audiência Pública,"Audiência Pública, com o objetivo de tornar pública e colher sugestões sobre proposta de Resolução, que altera a Resolução nº 4.936, de 19 de novembro de 2015, que estabelece os procedimentos para pagamento da Taxa de Fiscalização no âmbito do transporte rodoviário interestadual e internacional de passageiros.",Normas e regulamentos,Gestão Tarifária,-,1,43874,2020,PP e PNP,43882,44019,Disponível,Disponível,Disponível,44117,Disponível,44027,"Resolução ANTT nº 5.910, de 06 de Outubro de 2020",44113,Disponível,45050
ANTT_2020_Audiência Pública nº 001/2020_442,ANTT,2020,Audiência Pública nº 001/2020,Audiência Pública,"Audiência Pública destinada a possibilitar à sociedade, de forma transparente e democrática, o direito de manifestação sobre os documentos objeto da Audiência Pública, que trata da proposta de atualização e simplificação das Resoluções nº 2.309 e 2.310, ambas de 26 de setembro de 2007, que dispõem sobre análise de transferência de concessão e/ou controle em concessionárias de ferrovias e rodovias.",Normas e regulamentos,Administração e Planejamento,-,1,43881,2020,PNP,43881,44050,Disponível,Disponível,Disponível,44809,Disponível,44055,N/D,N/D,N/D,45050
ANTT_2020_Audiência Pública nº 003/2020_445,ANTT,2020,Audiência Pública nº 003/2020,Audiência Pública,"Audiência Pública com o objetivo de apresentar proposta de resolução alterando a Resolução ANTT nº 5.867, de 14 de janeiro de 2020, que estabelece as regras gerais, a metodologia e os coeficientes dos pisos mínimos, referentes ao quilômetro rodado na realização do serviço de transporte rodoviário remunerado de cargas, por eixo carregado, instituído pela Política Nacional de Pisos Mínimos do Transporte Rodoviário de Cargas - PNPM - TRC.",Normas e regulamentos,Transporte Rodoviário,-,1,43915,2020,PP e PNP,43923,43967,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,45050
ANTT_2020_Consulta Pública nº 001/2020_447,ANTT,2020,Consulta Pública nº 001/2020,Consulta Pública,"Consulta Pública, com o objetivo de submeter à sociedade proposta de Resolução alterando a Resolução nº 5.867, de 14 de janeiro de 2020, que estabelece as regras gerais, a metodologia e os coeficientes dos pisos mínimos, referentes ao quilômetro rodado na realização do serviço de transporte rodoviário remunerado de cargas, por eixo carregado, instituído pela Política Nacional de Pisos Mínimos do Transporte Rodoviário de Cargas - PNPM-TRC.",Normas e regulamentos,Transporte Rodoviário,-,1,43944,2020,PNP,43951,43998,Disponível,Disponível,Disponível,44029,Disponível,44013,"Resolução ANTT nº 5.899, de 14 de Julho de 2020",44028,Disponível,45050
ANTT_2020_Consulta Pública nº 002/2020_450,ANTT,2020,Consulta Pública nº 002/2020,Consulta Pública,"(WACC Regulatório para concessão ferroviárias) Consulta Pública, com objetivo de tornar público, colher sugestões e contribuições à proposta de atualização do cálculo WACC Regulatório (Regulatory Weighted Average Cost of Capital), para aplicação em contratos de concessão ferroviárias vigentes, conforme disposições da Resolução nº 5.337, de 10 de maio de 2017.",Normas e regulamentos,Exploração de Infraestrutura Ferroviária,-,1,44090,2020,PNP,44091,44136,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,45050
ANTT_2020_Audiência Pública nº 005/2020_452,ANTT,2020,Audiência Pública nº 005/2020,Audiência Pública,"Audiência Pública, com o objetivo de tornar público, colher sugestões e contribuições à minuta de Resolução que estabelece as diretrizes para encerramento e relicitação dos contratos de concessão de infraestrutura rodoviária sob competência da Agência Nacional de Transportes Terrestres.",Normas e regulamentos,Exploração de Infraestrutura Rodoviária,-,1,44147,2020,PP e PNP,44153,44182,Disponível,Disponível,Disponível,44232,Disponível,44200,"Resolução ANTT nº 5.926, de 02 de Fevereiro de 2021",43866,Disponível,45050
ANTT_2020_Audiência Pública nº 004/2020_451,ANTT,2020,Audiência Pública nº 004/2020,Audiência Pública,"Audiência Pública, com o objetivo e tornar pública e colher sugestões sobre proposta de regulamentação da prestação do serviço regular de transporte rodoviário coletivo interestadual de passageiros, sob o regime de autorização.",Normas e regulamentos,Transporte Rodoviário,-,1,44153,2020,PP e PNP,44158,44219,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,45050
ANTT_2020_Audiência Pública nº 006/2020_453,ANTT,2020,Audiência Pública nº 006/2020,Audiência Pública,"Audiência Pública com o objetivo de coletar subsídios ao aprimoramento da minuta de Resolução que regulamentação da atuação das Comissões Tripartites, no âmbito da ANTT.",Normas e regulamentos,Administração e Planejamento,-,1,44159,2020,PP e PNP,44166,44211,Disponível,Disponível,Disponível,44323,N/D,N/D,"Resolução ANTT nº 5.938, de 04 de Maio de 2021",44323,Disponível,45050
ANTT_2020_Audiência Pública nº 007/2020_454,ANTT,2020,Audiência Pública nº 007/2020,Audiência Pública,"Audiência Pública, com o objetivo de tornar público, colher sugestões e contribuições à minuta de Resolução que estabelece a alteraçao de Regras de Reequilíbrio Contratual ( Resoluções nº 3.651, de 7 de abril de 2011 e nº 5.859, de 3 de dezembro de 2019) e aperfeiçoamento de mecanismos de governança sobre partes relacionadas.",Normas e regulamentos,Administração e Planejamento,-,1,44160,2020,PP e PNP,44168,44213,Disponível,Disponível,Disponível,44342,Disponível,44216,"Resolução ANTT nº 5.940, de 18 de Maio de 2021",44342,Disponível,45050
ANTT_2020_Audicência Pública nº 010/2020_458,ANTT,2020,Audicência Pública nº 010/2020,Audiência Pública,"Audiência Pública, franqueada aos interessados, com o objevo de colher subsídios e informações adicionais para o aprimoramento da proposta de resolução que regulamenta a desnação dos Recursos para Desenvolvimento Tecnológico – RDT e dos Recursos para Preservação da Memória Ferroviária – RPMF no âmbito das concessões e subconcessões ferroviárias.",Normas e regulamentos,Administração e Planejamento,-,1,44177,2020,PP e PNP,44179,44239,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,45050
ANTT_2020_Audiência Pública nº 009/2020_457,ANTT,2020,Audiência Pública nº 009/2020,Audiência Pública,"Audiência Pública, franqueada aos interessados, com o objetivo de colher subsídios e informações adicionais para o aprimoramento da proposta de Resolução que regulamenta a reversibilidade de bens no âmbito das concessões e subconcessões ferroviárias.",Normas e regulamentos,Administração e Planejamento,-,1,44177,2020,PP e PNP,44180,44240,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,45050
ANTT_2020_Audiência Pública nº 011/2020_459,ANTT,2020,Audiência Pública nº 011/2020,Audiência Pública,"Audiência Pública, franqueada aos interessados, com o objetivo de tornar público, colher sugestões e contribuições às minutas de Edital e Contrato, ao Programa de Exploração da Rodovia e aos Estudos de Viabilidade Técnica, Econômica e Ambiental, para concessão do Sistema rodoviário Rio de Janeiro (RJ) – Governador Valadares (MG), compreendido pelos trechos rodoviários da BR-116/RJ, entre o entroncamento com a BR-101/RJ (Trevo das Margaridas), no município do Rio de Janeiro (RJ), e o entroncamento com a BR-465, em Seropédica (RJ) (46,6 km); BR-116/RJ, entre o entroncamento com a BR-393, no distrito de Jamapará (RJ), e o entroncamento com a BR-040(A)/493(B)/RJ-109, em Duque de Caxias (RJ) (146,3 km); BR-116/MG, entre o entroncamento com a BR-381/451, em Governador Valadares (MG), e a divisa dos Estados de Minas Gerais e Rio de Janeiro (409,6 km); BR-493/RJ, entre o entroncamento com a BR-101 (Manilha), em Itaboraí (RJ), e o entroncamento com a BR-116 (Santa Guilhermina), em Magé (RJ) (26,0 km); BR-493/RJ, entre o entroncamento com a BR-040/116(B), em Duque de Caxias (RJ), e o Porto de Itaguaí (RJ) (75,6 km); BR-465/RJ, entre o entroncamento com a BR-116 e o entroncamento com a BR-101 (22,8 km).",Atos e contratos,Exploração de Infraestrutura Rodoviária,-,1,44179,2020,PP e PNP,44182,44232,Disponível,Disponível,N/D,N/D,Disponível,44249,N/D,N/D,N/D,45050
