id,agencia,ano,id_agencia,nome_mecanismo_agencia,ementa,objetivo_participacao,tema,subtema,lei_1_depois_0_antes,data_convocacao,data_convocacao_ano,instrumento_participacao,data_contribuicao_inicio,data_contribuicao_fim,doc_convocacao_existe,doc_base_existe,rac_existe,rac_data,relatorio_sintese_existe,relatorio_sintese_data,produto_final_descricao,produto_final_data,produto_final_documento,atualizacao_data
ANAC_2019_Consulta Pública nº 1/2019_304,ANAC,2019,Consulta Pública nº 01/2019,Consulta Pública,"Propostas de revisão às Instruções Suplementares nºs 107-001, Revisão D (IS n° 107-001D), intitulada ""Segurança da aviação contra atos de interferência ilícita - operador de aeródromo"", e 108-001, Revisão C (IS nº 108-001C), intitulada ""Segurança da aviação contra atos de interferência ilícita – operador aéreo"".",Normas e regulamentos,Serviços aéreos,-,0,43518,2019,PNP,43518,43535,Disponível,Disponível,Disponível,N/D,N/D,N/D,Portaria nº 1131; Portaria nº 1132,43566,Disponível,43914
ANAC_2019_Audiência Pública nº 04/2019_285,ANAC,2019,Audiência Pública nº 04/2019,Audiência Pública,"Proposta de alteração da Resolução nº 207, de 22 de novembro de 2011, que dispõe sobre os procedimentos de inspeção de segurança da aviação civil contra atos de interferência ilícita nos aeroportos e dá outras providências.",Normas e regulamentos,Infraestrutura aeronáutica e aeroportuária,-,0,43552,2019,PNP,43552,43562,Disponível,Disponível,Disponível,43585,Disponível,43585,Resolução nº 515,43598,Disponível,43906
ANAC_2019_Audiência Pública nº 05/2019_286,ANAC,2019,Audiência Pública nº 05/2019,Audiência Pública,"Proposta de emenda ao Regulamento Brasileiro da Aviação Civil - RBAC nº 67, intitulado ""Requisitos para concessão de certificados médicos aeronáuticos, para o cadastro e credenciamento de médicos, credenciamento de clínicas e para o convênio com entidades públicas"".",Normas e regulamentos,Formação de profissionais,-,0,43556,2019,PNP,43556,43586,Disponível,Disponível,Disponível,43921,N/D,N/D,Resolução nº 547,43909,Disponível,43998
ANAC_2019_Audiência Pública nº 6/2019_287,ANAC,2019,Audiência Pública nº 06/2019,Audiência Pública,"Proposta de emenda ao Regulamento Brasileiro da Aviação Civil - RBAC nº 154, intitulado “Projeto de Aeródromos”.",Normas e regulamentos,Infraestrutura aeronáutica e aeroportuária,-,0,43612,2019,PNP,43612,43642,Disponível,Disponível,Disponível,N/D,N/D,N/D,Resolução nº 529,43725,Disponível,43906
ANAC_2019_Consulta Pública nº 2/2019_303,ANAC,2019,Consulta Pública nº 02/2019,Consulta Pública,"Proposta de Revisão B da Instrução Suplementar nº 145-010, intitulada ""Programa de Treinamento de Organizações de Manutenção"", juntamente com dois modelos de programa de treinamento a serem publicados como material orientativo.",Normas e regulamentos,Formação de profissionais,-,0,43620,2019,PNP,43620,44015,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,43914
ANAC_2019_Consulta Pública nº 3/2019_304,ANAC,2019,Consulta Pública nº 03/2019,Consulta Pública,"Proposta de Diretriz de Segurança da Aviação Civil contra Atos de Interferência Ilícita nº 03-2019, Revisão A (DAVSEC nº 03-2019A), que estabelece parâmetros quantitativos e procedimentais para realização da inspeção de segurança randômica em agentes públicos nos aeródromos civis públicos brasileiros, para os fins do disposto na Resolução nº 515, de 8 de maio de 2019.",Normas e regulamentos,Infraestrutura aeronáutica e aeroportuária,-,0,43620,2019,PNP,43620,44130,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,43914
ANAC_2019_Audiência Pública nº 7/2019_288,ANAC,2019,Audiência Pública nº 07/2019,Audiência Pública,"Proposta da 1ª Revisão dos Parâmetros de Concessão dos Aeroportos Internacionais Tancredo Neves/Confins – SBCF e Antônio Carlos Jobim/Galeão – SBGL e da 2ª Revisão dos Parâmetros de Concessão do Aeroporto Internacional de São Gonçalo do Amarante/ASGA – SBSG, em relação à determinação dos Indicadores de Qualidade de Serviço - IQS e da metodologia de cálculo do Fator Q, mediante a alteração dos Contratos de Concessão e da Resolução nº 372, de 15 de dezembro de 2015.",Atos e contratos,Infraestrutura aeronáutica e aeroportuária,Concessões aeroportuárias,0,43641,2019,PNP,43641,43671,Disponível,Disponível,Disponível,N/D,N/D,N/D,Resolução nº 534; Decisão nº  162,43803,Disponível,43906
ANAC_2019_Audiência Pública nº 8/2019_289,ANAC,2019,Audiência Pública nº 08/2019,Audiência Pública,"Proposta de emenda ao Regulamento Brasileiro da Aviação Civil - RBAC nº 61, intitulado ""Licenças, habilitações e certificados para pilotos"", e de emenda ao RBAC nº 67, intitulado ""Requisitos para concessão de certificados médicos aeronáuticos, para o credenciamento de médicos e clínicas e para o convênio com entidades públicas"".",Normas e regulamentos,Formação de profissionais,-,0,43648,2019,PNP,43648,43671,Disponível,Disponível,Disponível,43830,N/D,N/D,Resolução nº 536,43805,Disponível,43906
ANAC_2019_Audiência Pública nº 10/2019_291,ANAC,2019,Audiência Pública nº 10/2019,Audiência Pública,"Proposta de edição de emenda aos Regulamentos Brasileiros da Aviação Civil - RBACs nºs 107, intitulado “Segurança da aviação civil contra atos de interferência ilícita – operador de aeródromo”, 108, intitulado “Segurança da aviação civil contra atos de interferência ilícita – operador aéreo”, e 139, intitulado “Certificação operacional de aeroportos” e de alteração da Resolução nº 255, de 13 de novembro de 2012.",Normas e regulamentos,Infraestrutura aeronáutica e aeroportuária,-,0,43671,2019,PNP,43671,43684,Disponível,Disponível,N/D,N/D,N/D,N/D,Despachos nºs SEI 4216636 e 4370698,43969,Disponível,43906
ANAC_2019_Audiência Pública nº 9/2019_290,ANAC,2019,Audiência Pública nº 09/2019,Audiência Pública,Proposta de atos que tratam da 1ª Revisão dos Parâmetros da Concessão - RPC dos Aeroportos Internacionais Tancredo Neves/Confins e do Rio de Janeiro/Galeão e a 2ª Revisão dos Parâmetros da Concessão - RPC do Aeroporto Internacional de São Gonçalo do Amarante/ASGA no que tange à determinação do fator X aplicável aos reajustes tarifários dos respectivos contratos.,Normas e regulamentos,Infraestrutura aeronáutica e aeroportuária,Concessões aeroportuárias,0,43671,2019,PNP,43671,43703,Disponível,Disponível,Disponível,N/D,N/D,N/D,Resolução nº 539,43818,Disponível,43906
ANAC_2019_Audiência Pública nº 12/2019_293,ANAC,2019,Audiência Pública nº 12/2019,Audiência Pública,"Proposta de emenda ao Regulamento Brasileiro da Aviação Civil - RBAC nº 121, intitulado “Requisitos operacionais: operações domésticas, de bandeira e suplementares”.",Normas e regulamentos,Serviços aéreos,-,0,43672,2019,PNP,43672,43703,Disponível,Disponível,Disponível,43889,N/D,N/D,Resolução nº 543,43887,Disponível,43906
ANAC_2019_Audiência Pública nº 13/2019_294,ANAC,2019,Audiência Pública nº 13/2019,Audiência Pública,"Proposta de emenda ao Regulamento Brasileiro da Aviação Civil - RBAC nº 121, intitulado “Requisitos operacionais: operações domésticas, de bandeira e suplementares”.",Normas e regulamentos,Serviços aéreos,-,0,43672,2019,PNP,43672,43703,Disponível,Disponível,Disponível,43889,N/D,N/D,Resolução nº 543,43887,Disponível,43906
ANAC_2019_Audiência Pública nº 11/2019_292,ANAC,2019,Audiência Pública nº 11/2019,Audiência Pública,"Proposta de edição de resolução que regulamenta a metodologia de cálculo dos valores de indenização referentes aos bens reversíveis não amortizados em caso de extinção antecipada por relicitação, caducidade ou falência.",Normas e regulamentos,Infraestrutura aeronáutica e aeroportuária,-,0,43675,2019,PNP,43675,43703,Disponível,Disponível,Disponível,N/D,N/D,N/D,Resolução nº 533,43781,Disponível,43906
ANAC_2019_Audiência Pública nº 15/2019_294,ANAC,2019,Audiência Pública nº 15/2019,Audiência Pública,"Proposta de emenda aos Regulamentos Brasileiros da Aviação Civil - RBACs nºs 91, intitulado “requisitos Gerais de Operação para Aeronaves Civis”, 119, intitulado “Operadores de Transporte Aéreo Público”, e 142, intitulado “Certificação e Requisitos Operacionais: Centros de treinamento de aviação civil.",Normas e regulamentos,Serviços aéreos,-,0,43682,2019,PNP,43682,43714,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,43906
ANAC_2019_Audiência Pública nº 14/2019_295,ANAC,2019,Audiência Pública nº 14/2019,Audiência Pública,"Proposta de emenda aos Regulamentos Brasileiros da Aviação Civil - RBACs nºs 121, intitulado “Requisitos operacionais: operações domésticas, de bandeira e suplementares”, e 135, intitulado “Requisitos operacionais: operações complementares e por demanda.",Normas e regulamentos,Serviços aéreos,-,0,43684,2019,PNP,43684,43714,Disponível,Disponível,Disponível,43921,N/D,N/D,Resolução nº 549,43910,Disponível,44002
ANAC_2019_Audiência Pública nº 17/2019_298,ANAC,2019,Audiência Pública nº 17/2019,Audiência Pública,"Proposta de edição de emendas aos Regulamentos Brasileiros da Aviação Civil - RBACs nºs 21, intitulado “Certificação de produto e artigo aeronáutico”, e 141, intitulado “Certificação e requisitos operacionais: Centros de Instrução de Aviação Civil”, e de alteração do Regulamento Brasileiro de Homologação Aeronáutica - RBHA 91, intitulado “Regras gerais de operação para aeronaves civis”.",Normas e regulamentos,Produtos aeronáuticos,-,0,43692,2019,PNP,43692,43738,Disponível,Disponível,Disponível,43738,Disponível,43738,Resolução nº 544,43896,Disponível,43906
ANAC_2019_Audiência Pública nº 16/2019_297,ANAC,2019,Audiência Pública nº 16/2019,Audiência Pública,Edição de resolução que propõe a primeira Revisão dos Parâmetros da Concessão - RPC dos Aeroportos Internacionais Tancredo Neves/Confins e do Rio de Janeiro/Galeão e a segunda RPC do Aeroporto Internacional de São Gonçalo do Amarante no que tange à determinação das taxas de desconto dos fluxos de caixa marginais dos respectivos Contratos de Concessão.,Normas e regulamentos,Infraestrutura aeronáutica e aeroportuária,Concessões aeroportuárias,0,43692,2019,PNP,43692,43724,Disponível,Disponível,Disponível,43738,Disponível,43738,Resolução nº 537,44174,Disponível,43906
ANAC_2019_Audiência Pública nº 18/2019_299,ANAC,2019,Audiência Pública nº 18/2019,Audiência Pública,"Proposta de revogação da Instrução de Aviação Civil - IAC nº 1606, intitulada ""Normas para o Transporte de Cadáveres em Aeronaves Civis"", e de alteração do Regulamento Brasileiro de Homologação Aeronáutica - RBHA 91, intitulado ""Regras Gerais de Operação para Aeronaves Civis"".",Normas e regulamentos,Serviços aéreos,-,0,43697,2019,PNP,43697,43742,Disponível,Disponível,Disponível,43769,N/D,N/D,Resolução nº 554,43966,Disponível,43906
ANAC_2019_Audiência Pública nº 19/2019_300,ANAC,2019,Audiência Pública nº 19/2019,Audiência Pública,"Proposta de alteração da Resolução nº 472, de 6 de junho de 2018, que estabelece providências administrativas decorrentes do exercício das atividades de fiscalização sob competência da ANAC.",Normas e regulamentos,Administração e planejamento,-,0,43711,2019,PNP,43711,43756,Disponível,Disponível,Disponível,N/D,Disponível,N/D,Resolução nº 540,43857,Disponível,43906
ANAC_2019_Audiência Pública nº 20/2019_301,ANAC,2019,Audiência Pública nº 20/2019,Audiência Pública,"Proposta de resolução para estabelecimento de Condição Especial a ser incorporada à base de certificação do projeto de tipo do avião Pilatus modelo PC-24 e de outras aeronaves a critério da ANAC, aplicável ao Sistema de Controle Eletrônico do Motor.",Normas e regulamentos,Produtos aeronáuticos,-,0,43712,2019,PNP,43712,43742,Disponível,Disponível,Disponível,43769,N/D,N/D,Resolução nº 535,43805,Disponível,43906
ANAC_2019_Audiência Pública nº 21/2019_302,ANAC,2019,Audiência Pública nº 21/2019,Audiência Pública,"Propostas de edição de emendas aos Regulamentos Brasileiros da Aviação Civil - RBACs nºs 119, intitulado ""Certificação: Operadores de Transporte Aéreo Público"", e 145, intitulado ""Organizações de manutenção de produto aeronáutico"", e de alteração da Resolução nº 293, de 19 de novembro de 2013.",Normas e regulamentos,Formação de profissionais; Produtos aeronáuticos,-,1,43738,2019,PNP,43738,43783,Disponível,Disponível,Disponível,43830,Disponível,43830,Resolução nº 552,43950,Disponível,44002
ANAC_2019_Consulta Pública nº 04/2019_305,ANAC,2019,Consulta Pública nº 04/2019,Consulta Pública,"Proposta de edição da Instrução Suplementar nº 154-001, Revisão A (IS nº 154-001A), intitulada “Auxílios visuais para pátios de aeronaves”.",Normas e regulamentos,Produtos aeronáuticos,-,1,43781,2019,PNP,43781,44192,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,43914
ANAC_2019_Audiência Pública nº 22/2019_303,ANAC,2019,Audiência Pública nº 22/2019,Audiência Pública,"Proposta de edição de emenda ao Regulamento Brasileiro da Aviação Civil - RBAC nº 161, intitulado “Planos de Zoneamento de Ruído de Aeródromos - PZR.",Normas e regulamentos,Infraestrutura aeronáutica e aeroportuária,-,1,43810,2019,PNP,43810,43853,Disponível,Disponível,Disponível,N/D,N/D,N/D,Resolução nº 571,44020,Disponível,44421
ANAC_2019_Consulta Pública nº 05/2019_306,ANAC,2019,Consulta Pública nº 05/2019,Consulta Pública,"Propostas de revisão Instrução Suplementar nºs 00-010, Revisão A (IS n° 00-010A), intitulada “Treinamento de Gerenciamento de Recursos de Equipes (Corporate Resource Management - CRM)”.",Normas e regulamentos,Formação de profissionais,-,1,43811,2019,PNP,43811,43906,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,43914
ANAC_2019_Consulta Pública nº 23/2019_309,ANAC,2019,Consulta Pública nº 23/2019,Consulta Pública,"Proposta de alteração da Resolução nº 472, de 6 de junho de 2018, que estabelece providências administrativas decorrentes do exercício das atividades de fiscalização sob competência da ANAC.",Normas e regulamentos,Administração e planejamento,-,1,43818,2019,PNP,43818,43894,Disponível,Disponível,Disponível,44012,N/D,N/D,Resolução nº 566,43994,Disponível,43914
ANAC_2020_Consulta Pública nº 01/2020_311,ANAC,2020,Consulta Pública nº 01/2020,Consulta Pública,"Proposta de revisão da Resolução nº 515, de 8 de maio de 2019, que dispõe sobre os procedimentos de inspeção de segurança da aviação civil contra atos de interferência ilícita nos aeroportos e dá outras providências.",Normas e regulamentos,Infraestrutura aeronáutica e aeroportuária,-,1,43864,2020,PNP,43864,43879,Disponível,Disponível,Disponível,N/D,Disponível,N/D,"Resolução nº 551, de 15/04/2020",43938,Disponível,44812
ANAC_2020_Consulta Pública nº 02/2020_312,ANAC,2020,Consulta Pública nº 02/2020,Consulta Pública,"Proposta de resolução que estabelece o rito do processo administrativo para a apuração de infrações praticadas pelas concessionárias de infraestrutura aeroportuária às cláusulas contidas nos contratos de concessão e seus anexos, nos seus respectivos editais e seus anexos, bem como à regulamentação editada para discipliná-las, e para a aplicação das providências administrativas delas decorrentes.",Normas e regulamentos,Administração e planejamento,-,1,43866,2020,PNP,43866,43966,Disponível,Disponível,Disponível,44227,Disponível,2020/05,"Resolução nº 599, de 14/12/2020",44180,Disponível,44845
